SNo,ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered,Time,latitude,longitude
7437,,Arkansas,US,122,0,0,,64.9631,-19.0208
7438,,Arizona,US,118,1,0,,21,78
7439,,,Costa Rica,117,2,2,,-0.7893,113.9213
7440,,Oregon,US,114,5,0,,32,53
7441,,,Dominican Republic,112,2,0,,33,44
7442,,,Uruguay,110,0,0,,53.1424,-7.6921
7443,,,Hungary,103,4,7,,31,35
7444,,,Morocco,96,3,3,,43,12
7445,,,Vietnam,94,0,17,,18.1096,-77.2975
7446,,,Bosnia and Herzegovina,93,1,2,,36,138
7447,,Jilin,Mainland China,93,1,92,,31.24,36.51
7448,,Faroe Islands,Denmark,92,0,0,,48.0196,66.9237
7449,,Western Australia,Australia,90,1,0,,-0.0236,37.9062
7450,,,Andorra,88,0,1,,36,128
7451,,Kentucky,US,87,3,0,,29.5,47.75
7452,,,Jordan,85,0,1,,41.2044,74.7661
7453,,,North Macedonia,85,0,1,,56.8796,24.6032
7454,,,Cyprus,84,0,0,,33.8547,35.8623
7455,,,Brunei,83,0,2,,6.4281,-9.4295
7456,,,Lithuania,83,1,1,,47.14,9.55
7457,,,Moldova,80,1,1,,55.1694,23.8813
7458,,,Sri Lanka,77,0,1,,49.8153,6.1296
7459,,District of Columbia,US,98,1,0,,-18.7669,46.8691
7460,,,Albania,76,2,2,,2.5,112.5
7461,,,Belarus,76,0,15,,3.2028,73.2207
7462,,Xinjiang,Mainland China,76,3,73,,35.9375,14.3754
7463,,Inner Mongolia,Mainland China,75,1,74,,21.0079,10.9408
7464,,Ningxia,Mainland China,75,0,75,,-20.2,57.5
7465,,Missouri,US,74,3,0,,23.6345,-102.5528
7466,,,Malta,73,0,2,,47.4116,28.3699
7467,,Maine,US,70,0,0,,43.7333,7.4167
7468,,,Venezuela,70,0,0,,46.8625,103.8467
7469,,Iowa,US,68,0,0,,42.5,19.3
7470,,South Australia,Australia,67,0,3,,31.7917,-7.0926
7471,,Rhode Island,US,66,0,0,,-22.9576,18.4904
7472,,,Burkina Faso,64,2,5,,28.1667,84.25
7473,,,Tunisia,60,1,0,,12.5186,-70.0358
7474,,Kansas,US,57,2,0,,12.1696,-68.99
7475,,New Hampshire,US,55,0,0,,18.0425,-63.0548
7476,,,Azerbaijan,53,1,11,,52.1326,5.2913
7477,,,Cambodia,53,0,1,,-40.9006,174.886
7478,,,Guadeloupe,53,0,0,,12.8654,-85.2072
7479,,,Kazakhstan,53,0,0,,17.6078,8.0817
7480,,Oklahoma,US,53,1,0,,9.082,8.6753
7481,,,New Zealand,52,0,0,,41.6086,21.7453
7482,,,Oman,52,0,12,,60.472,8.4689
7483,,,Georgia,49,0,1,,21,57
7484,,,Trinidad and Tobago,49,0,1,,30.3753,69.3451
7485,,Diamond Princess cruise ship,US,49,0,0,,8.538,-80.7821
7486,,,Senegal,47,0,5,,-6.315,143.9555
7487,,,Ukraine,47,3,1,,-23.4425,-58.4438
7488,,,Reunion,45,0,0,,-9.19,-75.0152
7489,,Delaware,US,45,0,0,,13,122
7490,,New Mexico,US,43,0,0,,51.9194,19.1451
7491,,,Uzbekistan,43,0,0,,39.3999,-8.2245
7492,,Nebraska,US,38,0,0,,25.3548,51.1839
7493,,,Liechtenstein,37,0,0,,45.9432,24.9668
7494,,Hawaii,US,37,0,0,,60,90
7495,,Idaho,US,36,0,0,,-1.9403,29.8739
7496,,,Martinique,32,1,0,,13.9094,-60.9789
7497,,Channel Islands,UK,32,0,0,,12.9843,-61.2872
7498,,Vermont,US,29,2,0,,43.9424,12.4578
7499,,North Dakota,US,28,0,0,,24,45
7500,,,Cameroon,27,0,0,,14.4974,-14.4524
7501,,Saskatchewan,Canada,26,0,0,,44.0165,21.0059
7502,,,Bangladesh,25,2,3,,-4.6796,55.492
7503,,,Afghanistan,24,0,1,,1.2833,103.8333
7504,,,Honduras,24,0,0,,48.669,19.699
7505,,,Congo (Kinshasa),23,1,0,,46.1512,14.9955
7506,,Grand Princess,US,23,0,0,,5.1521,46.1996
7507,,Wyoming,US,23,0,0,,-30.5595,22.9375
7508,,,Nigeria,22,0,1,,40,-4
7509,,Nova Scotia,Canada,21,0,0,,7,81
7510,,,Cuba,21,1,0,,12.8628,30.2176
7511,,Montana,US,21,0,0,,3.9193,-56.0278
7512,,Puerto Rico,US,21,1,0,,63,16
7513,,,Bolivia,19,0,0,,46.8182,8.2275
7514,,,Ghana,19,1,0,,23.7,121
7515,,Manitoba,Canada,18,0,0,,-6.369,34.8888
7516,,Macau,Macau,18,0,10,,15,101
7517,,Qinghai,Mainland China,18,0,18,,8.6195,0.8248
7518,,,French Guiana,18,0,6,,10.6918,-61.2225
7519,,,Paraguay,18,1,0,,34,9
7520,,New Brunswick,Canada,17,0,0,,38.9637,35.2433
7521,,,Guatemala,17,1,0,,1,32
7522,,,Rwanda,17,0,0,,48.3794,31.1656
7523,,Tasmania,Australia,16,0,3,,24,54
7524,,,Jamaica,16,1,2,,32.3078,-64.7505
7525,,,Togo,16,0,1,,19.3133,-81.2546
7526,,French Polynesia,France,15,0,0,,49.3723,-2.3644
7527,,Alaska,US,15,0,0,,36.1408,-5.3536
7528,,Guam,US,15,0,0,,54.2361,-4.5481
7529,,,Ivory Coast,14,0,1,,16.7425,-62.1874
7530,,,Kyrgyzstan,14,0,0,,55.3781,-3.436
7531,,,Mauritius,14,1,0,,-32.5228,-55.7658
7532,,,Montenegro,14,0,0,,37.0902,-95.7129
7533,,South Dakota,US,14,1,0,,41.3775,64.5853
7534,,,Maldives,13,0,0,,6.4238,-66.5897
7535,,,Monaco,11,0,0,,16,108
7536,,Grand Princess,Canada,10,0,0,,-15.4167,28.2833
7537,,,Mongolia,10,0,0,,-20,30
7538,,Gibraltar,UK,10,0,2,,15.415,-61.371
7539,,Australian Capital Territory,Australia,9,0,0,,12.1165,-61.679
7540,,,Ethiopia,9,0,0,,-18.665695,35.529562
7541,,West Virginia,US,8,0,0,,34.802075,38.996815
7542,,,Guyana,7,1,0,,-8.874217,125.727539
7543,,,Kenya,7,0,0,,13.1939,-59.5432
7544,,,Mayotte,7,0,0,,19.85627,102.495496
7545,,,Seychelles,7,0,0,,26.3351,17.228331
7546,,,Barbados,6,0,0,,31.9522,35.2332
7547,,Newfoundland and Labrador,Canada,6,0,0,,11.8037,-15.1804
7548,,,Equatorial Guinea,6,0,0,,17.570692,-3.996166
7549,,,Tanzania,6,0,0,,17.357822,-62.782998
7550,,United States Virgin Islands,US,6,0,0,,64.8255,-124.8457
7551,,Aruba,Netherlands,5,0,0,,64.2823,-135
7552,,,"Bahamas, The",4,0,0,,42.602636,20.902977
7553,,New Caledonia,France,4,0,0,,21.9162,95.956
7554,,St Martin,France,4,0,0,,18.2206,-63.0686
7555,,,Gabon,4,1,0,,18.4207,-64.64
7556,,,Suriname,4,0,0,,21.694,-71.7979
7557,,Northern Territory,Australia,3,0,0,,-22.3285,24.6849
7558,,,Cabo Verde,3,0,0,,-3.3731,29.9189
7559,,,Central African Republic,3,0,0,,8.460555,-11.779889
7560,,,Congo (Brazzaville),3,0,0,,-13.254308,34.301525
7561,,,El Salvador,3,0,0,,-51.7963,-59.5236
7562,,Saint Barthelemy,France,3,0,0,,46.8852,-56.3159
7563,,,Liberia,3,0,0,,6.877,31.307
7564,,,Madagascar,3,0,0,,24.2155,-12.8858
7565,,,Namibia,3,0,0,,0.18636,6.613081
7566,,Curacao,Netherlands,3,1,0,,15.552727,48.516388
7567,,Cayman Islands,UK,3,1,0,,-11.6455,43.3333
7568,,,Zimbabwe,3,0,0,,38.861034,71.276093
7569,,,Angola,2,0,0,,-29.609988,28.233608
7570,,,Benin,2,0,0,,33,65
7571,,,Bhutan,2,0,0,,41.1533,20.1683
7572,,Prince Edward Island,Canada,2,0,0,,28.0339,1.6596
7573,,Greenland,Denmark,2,0,0,,42.5063,1.5218
7574,,,Guinea,2,0,0,,-11.2027,17.8739
7575,,,Haiti,2,0,0,,17.0608,-61.7964
7576,,,Kosovo,2,0,0,,-38.4161,-63.6167
7577,,,Mauritania,2,0,0,,40.0691,45.0382
7578,,,Nicaragua,2,0,0,,-35.4735,149.0124
7579,,,Saint Lucia,2,0,0,,-33.8688,151.2093
7580,,,Sudan,2,1,0,,-12.4634,130.8456
7581,,Bermuda,UK,2,0,0,,-28.0167,153.4
7582,,,Zambia,2,0,0,,-34.9285,138.6007
7583,,,Antigua and Barbuda,1,0,0,,-41.4545,145.9707
7584,,Northwest Territories,Canada,1,0,0,,-37.8136,144.9631
7585,,,Cape Verde,1,0,0,,-31.9505,115.8605
7586,,,Chad,1,0,0,,47.5162,14.5501
7587,,Tibet,Mainland China,1,0,1,,40.1431,47.5769
7588,,,Djibouti,1,0,0,,25.0343,-77.3963
7589,,,East Timor,1,0,0,,26.0275,50.55
7590,,,Eritrea,1,0,0,,23.685,90.3563
7591,,,Eswatini,1,0,0,,13.1939,-59.5432
7592,,,Fiji,1,0,0,,53.7098,27.9534
7593,,,"Gambia, The",1,0,0,,50.8333,4
7594,,,Holy See,1,0,0,,9.3077,2.3158
7595,,,Nepal,1,0,1,,27.5142,90.4336
7596,,Sint Maarten,Netherlands,1,0,0,,-16.2902,-63.5887
7597,,,Niger,1,0,0,,43.9159,17.6791
7598,,,Papua New Guinea,1,0,0,,-14.235,-51.9253
7599,,,Saint Vincent and the Grenadines,1,0,0,,4.5353,114.7277
7600,,,Somalia,1,0,0,,42.7339,25.4858
7601,,US,US,1,0,171,,12.2383,-1.5616
7602,,,Uganda,1,0,0,,16.5388,-23.0418
7603,,Isle of Man,UK,1,0,0,,11.55,104.9167
7604,,Montserrat,UK,1,0,0,,3.848,11.5021
7605,,Diamond Princess cruise ship,Australia,0,0,0,,53.9333,-116.5765
7606,,French Guiana,France,0,0,0,,49.2827,-123.1207
7607,,Guadeloupe,France,0,0,0,,53.7609,-98.8139
7608,,Mayotte,France,0,0,0,,46.5653,-66.4619
7609,,Reunion,France,0,0,0,,53.1355,-57.6604
7610,,,Greenland,0,0,0,,44.682,-63.7443
7611,,,Guam,0,0,0,,51.2538,-85.3232
7612,,,Guernsey,0,0,0,,46.5107,-63.4168
7613,,,Jersey,0,0,0,,52.9399,-73.5491
7614,,,Puerto Rico,0,0,0,,52.9399,-106.4509
7615,,,Republic of the Congo,0,0,0,,6.6111,20.9394
7616,,,The Bahamas,0,0,0,,15.4542,18.7322
7617,,,The Gambia,0,0,0,,-35.6751,-71.543
7618,,,Afghanistan,40,1,1,05:31 AM,31.8257,117.2264
7619,,,Albania,89,2,2,05:31 AM,40.1824,116.4142
7620,,,Algeria,201,17,65,05:31 AM,30.0572,107.874
7621,,,Andorra,113,1,1,05:31 AM,26.0789,117.9874
7622,,,Angola,2,0,0,05:31 AM,37.8099,101.0583
7623,,,Antigua and Barbuda,1,0,0,05:31 AM,23.3417,113.4244
7624,,,Argentina,266,4,27,05:31 AM,23.8298,108.7881
7625,,,Armenia,194,0,2,05:31 AM,26.8154,106.8748
7626,,,Austria,3580,16,9,05:31 AM,19.1959,109.7453
7627,,,Azerbaijan,65,1,11,05:31 AM,39.549,116.1306
7628,,,Bahamas,4,0,0,05:31 AM,47.862,127.7615
7629,,,Bahrain,334,2,149,05:31 AM,33.882,113.614
7630,,,Bangladesh,27,2,3,05:31 AM,22.3,114.2
7631,,,Barbados,14,0,0,05:31 AM,30.9756,112.2707
7632,,,Belarus,76,0,15,05:31 AM,27.6104,111.7088
7633,,,Belgium,3401,75,263,05:31 AM,44.0935,113.9448
7634,,,Benin,2,0,0,05:31 AM,32.9711,119.455
7635,,,Bhutan,2,0,0,05:31 AM,27.614,115.7221
7636,,,Bolivia,24,0,0,05:31 AM,43.6661,126.1923
7637,,,Bosnia and Herzegovina,126,1,2,05:31 AM,41.2956,122.6085
7638,,,Brazil,1546,25,2,05:31 AM,22.1667,113.55
7639,,,Brunei,88,0,2,05:31 AM,37.2692,106.1655
7640,,,Bulgaria,187,3,3,05:31 AM,35.7452,95.9956
7641,,,Burkina Faso,75,4,5,05:31 AM,35.1917,108.8701
7642,,,Cabo Verde,3,0,0,05:31 AM,36.3427,118.1498
7643,,,Cambodia,84,0,2,05:31 AM,31.202,121.4491
7644,,,Cameroon,40,0,2,05:31 AM,37.5777,112.2922
7645,,,Central African Republic,3,0,0,05:31 AM,30.6171,102.7103
7646,,,Chad,1,0,0,05:31 AM,39.3054,117.323
7647,,,Chile,632,1,8,05:31 AM,31.6927,88.0924
7648,,,Colombia,231,2,3,05:31 AM,41.1129,85.2401
7649,,,Congo (Brazzaville),3,0,0,05:31 AM,24.974,101.487
7650,,,Congo (Kinshasa),30,1,0,05:31 AM,29.1832,120.0934
7651,,,Costa Rica,134,2,2,05:31 AM,4.5709,-74.2973
7652,,,Croatia,254,1,5,05:31 AM,-4.0383,21.7587
7653,,,Cuba,35,1,0,05:31 AM,-4.0383,21.7587
7654,,,Cyprus,95,1,3,05:31 AM,9.7489,-83.7534
7655,,,Czech Republic,1120,1,6,05:31 AM,7.54,-5.5471
7656,,,Denmark,1395,13,1,05:31 AM,45.1,15.2
7657,,,Djibouti,1,0,0,05:31 AM,22,-80
7658,,,Dominica,1,0,0,05:31 AM,35.1264,33.4299
7659,,,Dominican Republic,202,3,0,05:31 AM,49.8175,15.473
7660,,,Ecuador,789,14,3,05:31 AM,61.8926,-6.9118
7661,,,Egypt,327,14,56,05:31 AM,71.7069,-42.6043
7662,,,El Salvador,3,0,0,05:31 AM,56.2639,9.5018
7663,,,Equatorial Guinea,6,0,0,05:31 AM,11.8251,42.5903
7664,,,Eritrea,1,0,0,05:31 AM,18.7357,-70.1627
7665,,,Estonia,326,0,4,05:31 AM,-1.8312,-78.1834
7666,,,Eswatini,4,0,0,05:31 AM,26,30
7667,,,Ethiopia,11,0,0,05:31 AM,13.7942,-88.8965
7668,,,Fiji,2,0,0,05:31 AM,1.5,10
7669,,,Finland,626,1,10,05:31 AM,15.1794,39.7823
7670,,,France,16018,674,2200,05:31 AM,58.5953,25.0136
7671,,,Gabon,5,1,0,05:31 AM,-26.5225,31.4659
7672,,,Gambia,1,0,0,05:31 AM,9.145,40.4897
7673,,,Georgia,54,0,1,05:31 AM,-17.7134,178.065
7674,,,Germany,24873,94,266,05:31 AM,64,26
7675,,,Ghana,23,1,0,05:31 AM,3.9339,-53.1258
7676,,,Greece,624,15,19,05:31 AM,-17.6797,149.4068
7677,,,Grenada,1,0,0,05:31 AM,16.25,-61.5833
7678,,,Guatemala,19,1,0,05:31 AM,-12.8275,45.1662
7679,,,Guinea,2,0,0,05:31 AM,-20.9043,165.618
7680,,,Guyana,18,1,0,05:31 AM,-21.1351,55.2471
7681,,,Haiti,2,0,0,05:31 AM,17.9,-62.8333
7682,,,Holy See,1,0,0,05:31 AM,18.0708,-63.0501
7683,,,Honduras,26,0,0,05:31 AM,14.6415,-61.0242
7684,,,Hungary,131,6,16,05:31 AM,46.2276,2.2137
7685,,,Iceland,568,1,5,05:31 AM,-0.8037,11.6094
7686,,,India,396,7,24,05:31 AM,13.4432,-15.3101
7687,,,Indonesia,514,48,29,05:31 AM,42.3154,43.3569
7688,,,Iran,21638,1685,7635,05:31 AM,51,9
7689,,,Iraq,233,20,57,05:31 AM,7.9465,-1.0232
7690,,,Ireland,906,4,5,05:31 AM,39.0742,21.8243
7691,,,Israel,1071,1,37,05:31 AM,15.7835,-90.2308
7692,,,Italy,59138,5476,7024,05:31 AM,9.9456,-9.6966
7693,,,Ivory Coast,14,0,1,05:31 AM,5,-58.75
7694,,,Jamaica,19,1,2,05:31 AM,18.9712,-72.2852
7695,,,Japan,1086,36,235,05:31 AM,41.9029,12.4534
7696,,,Jordan,112,0,1,05:31 AM,15.2,-86.2419
7697,,,Kazakhstan,59,0,0,05:31 AM,47.1625,19.5033
7698,,,Kenya,15,0,0,05:31 AM,64.9631,-19.0208
7699,,,Kuwait,188,0,30,05:31 AM,21,78
7700,,,Kyrgyzstan,14,0,0,05:31 AM,-0.7893,113.9213
7701,,,Latvia,139,0,1,05:31 AM,32,53
7702,,,Lebanon,248,4,8,05:31 AM,33,44
7703,,,Liberia,3,0,0,05:31 AM,53.1424,-7.6921
7704,,,Liechtenstein,37,0,0,05:31 AM,31,35
7705,,,Lithuania,129,1,1,05:31 AM,43,12
7706,,,Luxembourg,798,8,6,05:31 AM,18.1096,-77.2975
7707,,,Madagascar,3,0,0,05:31 AM,36,138
7708,,,Malaysia,1306,10,139,05:31 AM,31.24,36.51
7709,,,Maldives,13,0,3,05:31 AM,48.0196,66.9237
7710,,,Malta,90,0,2,05:31 AM,-0.0236,37.9062
7711,,,Mauritania,2,0,0,05:31 AM,36,128
7712,,,Mauritius,28,2,0,05:31 AM,29.5,47.75
7713,,,Mexico,251,2,4,05:31 AM,41.2044,74.7661
7714,,,Moldova,94,1,1,05:31 AM,56.8796,24.6032
7715,,,Monaco,23,0,1,05:31 AM,33.8547,35.8623
7716,,,Mongolia,10,0,0,05:31 AM,6.4281,-9.4295
7717,,,Montenegro,21,0,0,05:31 AM,47.14,9.55
7718,,,Morocco,115,4,3,05:31 AM,55.1694,23.8813
7719,,,Mozambique,1,0,0,05:31 AM,49.8153,6.1296
7720,,,Namibia,3,0,0,05:31 AM,-18.7669,46.8691
7721,,,Nepal,1,0,1,05:31 AM,2.5,112.5
7722,,,Netherlands,4204,179,2,05:31 AM,3.2028,73.2207
7723,,,New Zealand,102,0,0,05:31 AM,35.9375,14.3754
7724,,,Nicaragua,2,0,0,05:31 AM,21.0079,10.9408
7725,,,Niger,2,0,0,05:31 AM,-20.2,57.5
7726,,,Nigeria,30,0,2,05:31 AM,23.6345,-102.5528
7727,,,North Macedonia,115,1,1,05:31 AM,47.4116,28.3699
7728,,,Norway,2263,7,6,05:31 AM,43.7333,7.4167
7729,,,Oman,55,0,17,05:31 AM,46.8625,103.8467
7730,,,Pakistan,776,4,13,05:31 AM,42.5,19.3
7731,,,Panama,313,3,1,05:31 AM,31.7917,-7.0926
7732,,,Papua New Guinea,1,0,0,05:31 AM,-22.9576,18.4904
7733,,,Paraguay,22,1,0,05:31 AM,28.1667,84.25
7734,,,Peru,363,5,1,05:31 AM,12.5186,-70.0358
7735,,,Philippines,380,25,15,05:31 AM,12.1696,-68.99
7736,,,Poland,634,7,13,05:31 AM,18.0425,-63.0548
7737,,,Portugal,1600,14,5,05:31 AM,52.1326,5.2913
7738,,,Qatar,494,0,33,05:31 AM,-40.9006,174.886
7739,,,Romania,433,3,64,05:31 AM,12.8654,-85.2072
7740,,,Russia,367,1,16,05:31 AM,17.6078,8.0817
7741,,,Rwanda,19,0,0,05:31 AM,9.082,8.6753
7742,,,Saint Lucia,2,0,0,05:31 AM,41.6086,21.7453
7743,,,Saint Vincent and the Grenadines,1,0,0,05:31 AM,60.472,8.4689
7744,,,San Marino,175,20,4,05:31 AM,21,57
7745,,,Saudi Arabia,511,0,17,05:31 AM,30.3753,69.3451
7746,,,Senegal,67,0,5,05:31 AM,8.538,-80.7821
7747,,,Serbia,222,2,2,05:31 AM,-6.315,143.9555
7748,,,Seychelles,7,0,0,05:31 AM,-23.4425,-58.4438
7749,,,Singapore,455,2,144,05:31 AM,-9.19,-75.0152
7750,,,Slovakia,185,0,7,05:31 AM,13,122
7751,,,Slovenia,414,2,0,05:31 AM,51.9194,19.1451
7752,,,Somalia,1,0,0,05:31 AM,39.3999,-8.2245
7753,,,South Africa,274,0,2,05:31 AM,25.3548,51.1839
7754,,,South Korea,8897,104,2909,05:31 AM,45.9432,24.9668
7755,,,Spain,28603,1756,2125,05:31 AM,60,90
7756,,,Sri Lanka,82,0,3,05:31 AM,-1.9403,29.8739
7757,,,Sudan,2,1,0,05:31 AM,13.9094,-60.9789
7758,,,Suriname,5,0,0,05:31 AM,12.9843,-61.2872
7759,,,Sweden,1931,21,16,05:31 AM,43.9424,12.4578
7760,,,Switzerland,7474,98,131,05:31 AM,24,45
7761,,,Syria,1,0,0,05:31 AM,14.4974,-14.4524
7762,,,Taiwan,169,2,28,05:31 AM,44.0165,21.0059
7763,,,Tanzania,12,0,0,05:31 AM,-4.6796,55.492
7764,,,Thailand,599,1,44,05:31 AM,1.2833,103.8333
7765,,,Timor-Leste,1,0,0,05:31 AM,48.669,19.699
7766,,,Togo,16,0,0,05:31 AM,46.1512,14.9955
7767,,,Trinidad and Tobago,50,0,0,05:31 AM,5.1521,46.1996
7768,,,Tunisia,75,3,1,05:31 AM,-30.5595,22.9375
7769,,,Turkey,1236,30,0,05:31 AM,40,-4
7770,,,UK,5683,281,93,05:31 AM,7,81
7771,,,Uganda,1,0,0,05:31 AM,12.8628,30.2176
7772,,,Ukraine,73,3,1,05:31 AM,3.9193,-56.0278
7773,,,United Arab Emirates,153,2,38,05:31 AM,63,16
7774,,,Uruguay,135,0,0,05:31 AM,46.8182,8.2275
7775,,,Uzbekistan,43,0,0,05:31 AM,23.7,121
7776,,,Venezuela,70,0,15,05:31 AM,-6.369,34.8888
7777,,,Vietnam,113,0,17,05:31 AM,15,101
7778,,,Zambia,3,0,0,05:31 AM,8.6195,0.8248
7779,,,Zimbabwe,3,0,0,05:31 AM,10.6918,-61.2225
7780,,Alabama,US,157,0,0,05:31 AM,34,9
7781,,Alaska,US,20,0,0,05:31 AM,38.9637,35.2433
7782,,Alberta,Canada,259,1,0,05:31 AM,1,32
7783,,American Samoa,US,0,0,0,05:31 AM,48.3794,31.1656
7784,,Anhui,Mainland China,990,6,984,05:31 AM,24,54
7785,,Arizona,US,152,2,0,05:31 AM,32.3078,-64.7505
7786,,Arkansas,US,165,0,0,05:31 AM,19.3133,-81.2546
7787,,Aruba,Netherlands,9,0,1,05:31 AM,49.3723,-2.3644
7788,,Australian Capital Territory,Australia,19,0,0,05:31 AM,36.1408,-5.3536
7789,,Beijing,Mainland China,514,8,400,05:31 AM,54.2361,-4.5481
7790,,Bermuda,UK,2,0,0,05:31 AM,16.7425,-62.1874
7791,,British Columbia,Canada,424,10,0,05:31 AM,55.3781,-3.436
7792,,California,US,1646,30,0,05:31 AM,-32.5228,-55.7658
7793,,Cayman Islands,UK,3,1,0,05:31 AM,37.0902,-95.7129
7794,,Channel Islands,UK,32,0,0,05:31 AM,41.3775,64.5853
7795,,Chongqing,Mainland China,577,6,570,05:31 AM,6.4238,-66.5897
7796,,Colorado,US,591,6,0,05:31 AM,16,108
7797,,Connecticut,US,327,8,0,05:31 AM,-15.4167,28.2833
7798,,Curacao,Netherlands,3,1,0,05:31 AM,-20,30
7799,,Delaware,US,56,0,0,05:31 AM,15.415,-61.371
7800,,Diamond Princess cruise ship,Canada,0,1,0,05:31 AM,12.1165,-61.679
7801,,Diamond Princess cruise ship,Others,712,8,567,05:31 AM,-18.665695,35.529562
7802,,Diamond Princess cruise ship,US,49,0,0,05:31 AM,34.802075,38.996815
7803,,District of Columbia,US,204,2,0,05:31 AM,-8.874217,125.727539
7804,,External territories,Australia,0,0,0,05:31 AM,13.1939,-59.5432
7805,,Faroe Islands,Denmark,115,0,3,05:31 AM,19.85627,102.495496
7806,,Florida,US,1004,13,0,05:31 AM,26.3351,17.228331
7807,,French Guiana,France,18,0,0,05:31 AM,31.9522,35.2332
7808,,French Polynesia,France,15,0,0,05:31 AM,11.8037,-15.1804
7809,,Fujian,Mainland China,307,1,295,05:31 AM,17.570692,-3.996166
7810,,Gansu,Mainland China,136,2,114,05:31 AM,17.357822,-62.782998
7811,,Georgia,US,621,25,0,05:31 AM,64.8255,-124.8457
7812,,Gibraltar,UK,15,0,2,05:31 AM,64.2823,-135
7813,,Grand Princess,Canada,13,0,0,05:31 AM,42.602636,20.902977
7814,,Grand Princess,US,30,1,0,05:31 AM,21.9162,95.956
7815,,Greenland,Denmark,4,0,0,05:31 AM,18.2206,-63.0686
7816,,Guadeloupe,France,56,1,0,05:31 AM,18.4207,-64.64
7817,,Guam,US,27,1,0,05:31 AM,21.694,-71.7979
7818,,Guangdong,Mainland China,1407,8,1329,05:31 AM,-22.3285,24.6849
7819,,Guangxi,Mainland China,254,2,250,05:31 AM,-3.3731,29.9189
7820,,Guizhou,Mainland China,146,2,144,05:31 AM,8.460555,-11.779889
7821,,Hainan,Mainland China,168,6,161,05:31 AM,-13.254308,34.301525
7822,,Hawaii,US,53,0,0,05:31 AM,-51.7963,-59.5236
7823,,Hebei,Mainland China,319,6,310,05:31 AM,46.8852,-56.3159
7824,,Heilongjiang,Mainland China,484,13,466,05:31 AM,6.877,31.307
7825,,Henan,Mainland China,1273,22,1250,05:31 AM,24.2155,-12.8858
7826,,Hong Kong,Hong Kong,317,4,100,05:31 AM,0.18636,6.613081
7827,,Hubei,Mainland China,67800,3144,59433,05:31 AM,15.552727,48.516388
7828,,Hunan,Mainland China,1018,4,1014,05:31 AM,-11.6455,43.3333
7829,,Idaho,US,42,0,0,05:31 AM,38.861034,71.276093
7830,,Illinois,US,1049,9,0,05:31 AM,-29.609988,28.233608
7831,,Indiana,US,204,6,0,05:31 AM,33,65
7832,,Inner Mongolia,Mainland China,75,1,74,05:31 AM,41.1533,20.1683
7833,,Iowa,US,90,0,0,05:31 AM,28.0339,1.6596
7834,,Isle of Man,UK,5,0,0,05:31 AM,42.5063,1.5218
7835,,Jervis Bay Territory,Australia,0,0,0,05:31 AM,-11.2027,17.8739
7836,,Jiangsu,Mainland China,633,0,631,05:31 AM,17.0608,-61.7964
7837,,Jiangxi,Mainland China,936,1,934,05:31 AM,-38.4161,-63.6167
7838,,Jilin,Mainland China,93,1,92,05:31 AM,40.0691,45.0382
7839,,Kansas,US,65,2,0,05:31 AM,-35.4735,149.0124
7840,,Kentucky,US,103,3,0,05:31 AM,-33.8688,151.2093
7841,,Liaoning,Mainland China,126,2,124,05:31 AM,-12.4634,130.8456
7842,,Louisiana,US,837,20,0,05:31 AM,-28.0167,153.4
7843,,Macau,Macau,20,0,10,05:31 AM,-34.9285,138.6007
7844,,Maine,US,89,0,0,05:31 AM,-41.4545,145.9707
7845,,Manitoba,Canada,20,0,0,05:31 AM,-37.8136,144.9631
7846,,Martinique,France,37,1,0,05:31 AM,-31.9505,115.8605
7847,,Maryland,US,244,3,0,05:31 AM,47.5162,14.5501
7848,,Massachusetts,US,646,5,0,05:31 AM,40.1431,47.5769
7849,,Mayotte,France,11,0,0,05:31 AM,25.0343,-77.3963
7850,,Michigan,US,1035,9,0,05:31 AM,26.0275,50.55
7851,,Minnesota,US,167,1,0,05:31 AM,23.685,90.3563
7852,,Mississippi,US,207,1,0,05:31 AM,13.1939,-59.5432
7853,,Missouri,US,87,3,0,05:31 AM,53.7098,27.9534
7854,,Montana,US,34,0,0,05:31 AM,50.8333,4
7855,,Montserrat,UK,1,0,0,05:31 AM,9.3077,2.3158
7856,,Nebraska,US,51,0,0,05:31 AM,27.5142,90.4336
7857,,Nevada,US,190,2,0,05:31 AM,-16.2902,-63.5887
7858,,New Brunswick,Canada,17,0,0,05:31 AM,43.9159,17.6791
7859,,New Caledonia,France,4,0,0,05:31 AM,-14.235,-51.9253
7860,,New Hampshire,US,74,0,0,05:31 AM,4.5353,114.7277
7861,,New Jersey,US,1914,20,0,05:31 AM,42.7339,25.4858
7862,,New Mexico,US,57,0,0,05:31 AM,12.2383,-1.5616
7863,,New South Wales,Australia,669,6,4,05:31 AM,16.5388,-23.0418
7864,,New York,US,15800,117,0,05:31 AM,11.55,104.9167
7865,,Newfoundland and Labrador,Canada,9,0,0,05:31 AM,3.848,11.5021
7866,,Ningxia,Mainland China,75,0,75,05:31 AM,53.9333,-116.5765
7867,,North Carolina,US,305,0,0,05:31 AM,49.2827,-123.1207
7868,,North Dakota,US,28,0,0,05:31 AM,53.7609,-98.8139
7869,,Northern Mariana Islands,US,0,0,0,05:31 AM,46.5653,-66.4619
