SNo,ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered,Time,latitude,longitude
24024,,Greenland,Denmark,11,0,11,03:32 AM,-28.0167,153.4
24025,,Guadeloupe,France,155,13,109,03:32 AM,-34.9285,138.6007
24026,,Guam,US,152,5,0,03:32 AM,-41.4545,145.9707
24027,,Guangdong,Mainland China,1589,8,1578,03:32 AM,-37.8136,144.9631
24028,,Guangxi,Mainland China,254,2,252,03:32 AM,-31.9505,115.8605
24029,,Guizhou,Mainland China,147,2,145,03:32 AM,47.5162,14.5501
24030,,Hainan,Mainland China,168,6,162,03:32 AM,40.1431,47.5769
24031,,Hawaii,US,635,17,0,03:32 AM,25.0343,-77.3963
24032,,Hebei,Mainland China,328,6,321,03:32 AM,26.0275,50.55
24033,,Heilongjiang,Mainland China,945,13,929,03:32 AM,23.685,90.3563
24034,,Henan,Mainland China,1276,22,1254,03:32 AM,13.1939,-59.5432
24035,,Hong Kong,Hong Kong,1047,4,991,03:32 AM,53.7098,27.9534
24036,,Hubei,Mainland China,68134,4512,63616,03:32 AM,50.8333,4
24037,,Hunan,Mainland China,1019,4,1015,03:32 AM,9.3077,2.3158
24038,,Idaho,US,2293,69,0,03:32 AM,27.5142,90.4336
24039,,Illinois,US,83021,3601,0,03:32 AM,-16.2902,-63.5887
24040,,Indiana,US,25127,1578,0,03:32 AM,43.9159,17.6791
24041,,Inner Mongolia,Mainland China,209,1,190,03:32 AM,-14.235,-51.9253
24042,,Iowa,US,12912,289,0,03:32 AM,4.5353,114.7277
24043,,Isle of Man,UK,331,23,272,03:32 AM,42.7339,25.4858
24044,,Jiangsu,Mainland China,653,0,653,03:32 AM,12.2383,-1.5616
24045,,Jiangxi,Mainland China,937,1,936,03:32 AM,16.5388,-23.0418
24046,,Jilin,Mainland China,133,1,108,03:32 AM,11.55,104.9167
24047,,Kansas,US,7240,184,0,03:32 AM,3.848,11.5021
24048,,Kentucky,US,6853,321,0,03:32 AM,53.9333,-116.5765
24049,,Liaoning,Mainland China,147,2,144,03:32 AM,49.2827,-123.1207
24050,,Louisiana,US,32050,2347,0,03:32 AM,53.7609,-98.8139
24051,,Macau,Macau,45,0,42,03:32 AM,46.5653,-66.4619
24052,,Maine,US,1477,65,0,03:32 AM,53.1355,-57.6604
24053,,Manitoba,Canada,290,7,0,03:32 AM,44.682,-63.7443
24054,,Martinique,France,187,14,91,03:32 AM,51.2538,-85.3232
24055,,Maryland,US,34061,1756,0,03:32 AM,46.5107,-63.4168
24056,,Massachusetts,US,79332,5141,0,03:32 AM,52.9399,-73.5491
24057,,Mayotte,France,1095,12,492,03:32 AM,52.9399,-106.4509
24058,,Michigan,US,48021,4674,0,03:32 AM,6.6111,20.9394
24059,,Minnesota,US,12494,614,0,03:32 AM,15.4542,18.7322
24060,,Mississippi,US,9908,457,0,03:32 AM,-35.6751,-71.543
24061,,Missouri,US,10269,529,0,03:32 AM,31.8257,117.2264
24062,,Montana,US,461,16,0,03:32 AM,40.1824,116.4142
24063,,Montserrat,UK,11,1,8,03:32 AM,30.0572,107.874
24064,,Nebraska,US,8532,100,0,03:32 AM,26.0789,117.9874
24065,,Nevada,US,6313,321,0,03:32 AM,37.8099,101.0583
24066,,New Brunswick,Canada,120,0,0,03:32 AM,23.3417,113.4244
24067,,New Caledonia,France,18,0,18,03:32 AM,23.8298,108.7881
24068,,New Hampshire,US,3239,142,0,03:32 AM,26.8154,106.8748
24069,,New Jersey,US,140917,9531,0,03:32 AM,19.1959,109.7453
24070,,New Mexico,US,5212,219,0,03:32 AM,39.549,116.1306
24071,,New South Wales,Australia,3059,45,2571,03:32 AM,47.862,127.7615
24072,,New York,US,338485,27284,0,03:32 AM,33.882,113.614
24073,,Newfoundland and Labrador,Canada,261,3,0,03:32 AM,22.3,114.2
24074,,Ningxia,Mainland China,75,0,75,03:32 AM,30.9756,112.2707
24075,,North Carolina,US,15622,600,0,03:32 AM,27.6104,111.7088
24076,,North Dakota,US,1571,38,0,03:32 AM,44.0935,113.9448
24077,,Northern Mariana Islands,US,19,2,0,03:32 AM,32.9711,119.455
24078,,Northern Territory,Australia,29,0,27,03:32 AM,27.614,115.7221
24079,,Northwest Territories,Canada,5,0,0,03:32 AM,43.6661,126.1923
24080,,Nova Scotia,Canada,1020,48,0,03:32 AM,41.2956,122.6085
24081,,Ohio,US,25250,1436,0,03:32 AM,22.1667,113.55
24082,,Oklahoma,US,4732,278,0,03:32 AM,37.2692,106.1655
24083,,Ontario,Canada,22158,1852,0,03:32 AM,35.7452,95.9956
24084,,Oregon,US,3358,130,0,03:32 AM,35.1917,108.8701
24085,,Pennsylvania,US,61310,3914,0,03:32 AM,36.3427,118.1498
24086,,Prince Edward Island,Canada,27,0,0,03:32 AM,31.202,121.4491
24087,,Puerto Rico,US,2299,114,0,03:32 AM,37.5777,112.2922
24088,,Qinghai,Mainland China,18,0,18,03:32 AM,30.6171,102.7103
24089,,Quebec,Canada,39235,3132,0,03:32 AM,39.3054,117.323
24090,,Queensland,Australia,1052,6,1028,03:32 AM,31.6927,88.0924
24091,,Recovered,Canada,0,0,34055,03:32 AM,41.1129,85.2401
24092,,Recovered,US,0,0,230287,03:32 AM,24.974,101.487
24093,,Reunion,France,437,0,354,03:32 AM,29.1832,120.0934
24094,,Rhode Island,US,11614,444,0,03:32 AM,4.5709,-74.2973
24095,,Saint Barthelemy,France,6,0,6,03:32 AM,-4.0383,21.7587
24096,,Saint Pierre and Miquelon,France,1,0,1,03:32 AM,-4.0383,21.7587
24097,,Saskatchewan,Canada,573,7,0,03:32 AM,9.7489,-83.7534
24098,,Shaanxi,Mainland China,308,3,297,03:32 AM,7.54,-5.5471
24099,,Shandong,Mainland China,788,7,777,03:32 AM,45.1,15.2
24100,,Shanghai,Mainland China,660,7,631,03:32 AM,22,-80
24101,,Shanxi,Mainland China,198,0,198,03:32 AM,35.1264,33.4299
24102,,Sichuan,Mainland China,561,3,558,03:32 AM,49.8175,15.473
24103,,Sint Maarten,Netherlands,76,15,46,03:32 AM,61.8926,-6.9118
24104,,South Australia,Australia,439,4,434,03:32 AM,71.7069,-42.6043
24105,,South Carolina,US,7927,355,0,03:32 AM,56.2639,9.5018
24106,,South Dakota,US,3663,39,0,03:32 AM,11.8251,42.5903
24107,,St Martin,France,39,3,30,03:32 AM,18.7357,-70.1627
24108,,Tasmania,Australia,227,13,184,03:32 AM,-1.8312,-78.1834
24109,,Tennessee,US,16111,266,0,03:32 AM,26,30
24110,,Texas,US,41432,1146,0,03:32 AM,13.7942,-88.8965
24111,,Tianjin,Mainland China,191,3,186,03:32 AM,1.5,10
24112,,Tibet,Mainland China,1,0,1,03:32 AM,15.1794,39.7823
24113,,Turks and Caicos Islands,UK,12,1,8,03:32 AM,58.5953,25.0136
24114,,Utah,US,6432,73,0,03:32 AM,-26.5225,31.4659
24115,,Vermont,US,927,53,0,03:32 AM,9.145,40.4897
24116,,Victoria,Australia,1514,18,1385,03:32 AM,-17.7134,178.065
24117,,Virgin Islands,US,69,6,0,03:32 AM,64,26
24118,,Virginia,US,25800,892,0,03:32 AM,3.9339,-53.1258
24119,,Washington,US,17330,962,0,03:32 AM,-17.6797,149.4068
24120,,West Virginia,US,1378,58,0,03:32 AM,16.25,-61.5833
24121,,Western Australia,Australia,553,9,537,03:32 AM,-12.8275,45.1662
24122,,Wisconsin,US,10611,418,0,03:32 AM,-20.9043,165.618
24123,,Wyoming,US,675,7,0,03:32 AM,-21.1351,55.2471
24124,,Xinjiang,Mainland China,76,3,73,03:32 AM,17.9,-62.8333
24125,,Yukon,Canada,11,0,0,03:32 AM,18.0708,-63.0501
24126,,Yunnan,Mainland China,185,2,183,03:32 AM,14.6415,-61.0242
24127,,Zhejiang,Mainland China,1268,1,1267,03:32 AM,46.2276,2.2137
24128,,,Afghanistan,5226,132,648,03:32 AM,-0.8037,11.6094
24129,,,Albania,880,31,688,03:32 AM,13.4432,-15.3101
24130,,,Algeria,6253,522,3058,03:32 AM,42.3154,43.3569
24131,,,Andorra,760,49,576,03:32 AM,51,9
24132,,,Angola,45,2,14,03:32 AM,7.9465,-1.0232
24133,,,Antigua and Barbuda,25,3,19,03:32 AM,39.0742,21.8243
24134,,,Argentina,6879,329,2266,03:32 AM,15.7835,-90.2308
24135,,,Armenia,3718,48,1500,03:32 AM,9.9456,-9.6966
24136,,,Austria,15997,624,14304,03:32 AM,5,-58.75
24137,,,Azerbaijan,2758,35,1789,03:32 AM,18.9712,-72.2852
24138,,,Bahamas,94,11,41,03:32 AM,41.9029,12.4534
24139,,,Bahrain,5816,10,2205,03:32 AM,15.2,-86.2419
24140,,,Bangladesh,17822,269,3361,03:32 AM,47.1625,19.5033
24141,,,Barbados,85,7,65,03:32 AM,64.9631,-19.0208
24142,,,Belarus,25825,146,7711,03:32 AM,21,78
24143,,,Belgium,53981,8843,13937,03:32 AM,-0.7893,113.9213
24144,,,Belize,18,2,16,03:32 AM,32,53
24145,,,Benin,327,2,83,03:32 AM,33,44
24146,,,Bhutan,15,0,5,03:32 AM,53.1424,-7.6921
24147,,,Bolivia,3148,142,339,03:32 AM,31,35
24148,,,Bosnia and Herzegovina,2181,120,1228,03:32 AM,43,12
24149,,,Botswana,24,1,17,03:32 AM,18.1096,-77.2975
24150,,,Brazil,190137,13240,78424,03:32 AM,36,138
24151,,,Brunei,141,1,134,03:32 AM,31.24,36.51
24152,,,Bulgaria,2069,96,499,03:32 AM,48.0196,66.9237
24153,,,Burkina Faso,773,51,592,03:32 AM,-0.0236,37.9062
24154,,,Burma,181,6,79,03:32 AM,36,128
24155,,,Burundi,15,1,7,03:32 AM,29.5,47.75
24156,,,Cabo Verde,289,2,61,03:32 AM,41.2044,74.7661
24157,,,Cambodia,122,0,121,03:32 AM,56.8796,24.6032
24158,,,Cameroon,2800,136,1543,03:32 AM,33.8547,35.8623
24159,,,Central African Republic,143,0,10,03:32 AM,6.4281,-9.4295
24160,,,Chad,372,42,78,03:32 AM,47.14,9.55
24161,,,Chile,34381,346,14865,03:32 AM,55.1694,23.8813
24162,,,Colombia,12930,509,3133,03:32 AM,49.8153,6.1296
24163,,,Comoros,11,1,0,03:32 AM,-18.7669,46.8691
24164,,,Congo (Brazzaville),333,11,53,03:32 AM,2.5,112.5
24165,,,Congo (Kinshasa),1169,50,148,03:32 AM,3.2028,73.2207
24166,,,Costa Rica,815,8,527,03:32 AM,35.9375,14.3754
24167,,,Croatia,2213,94,1834,03:32 AM,21.0079,10.9408
24168,,,Cuba,1810,79,1326,03:32 AM,-20.2,57.5
24169,,,Cyprus,905,17,449,03:32 AM,23.6345,-102.5528
24170,,,Czech Republic,8269,290,5047,03:32 AM,47.4116,28.3699
24171,,,Denmark,10667,533,8663,03:32 AM,43.7333,7.4167
24172,,,Diamond Princess,712,13,651,03:32 AM,46.8625,103.8467
24173,,,Djibouti,1268,3,900,03:32 AM,42.5,19.3
24174,,,Dominica,16,0,15,03:32 AM,31.7917,-7.0926
24175,,,Dominican Republic,11196,409,3221,03:32 AM,-22.9576,18.4904
24176,,,Ecuador,30486,2334,3433,03:32 AM,28.1667,84.25
24177,,,Egypt,10431,556,2486,03:32 AM,12.5186,-70.0358
24178,,,El Salvador,1037,20,374,03:32 AM,12.1696,-68.99
24179,,,Equatorial Guinea,522,6,13,03:32 AM,18.0425,-63.0548
24180,,,Eritrea,39,0,38,03:32 AM,52.1326,5.2913
24181,,,Estonia,1751,61,777,03:32 AM,-40.9006,174.886
24182,,,Eswatini,187,2,48,03:32 AM,12.8654,-85.2072
24183,,,Ethiopia,263,5,108,03:32 AM,17.6078,8.0817
24184,,,Fiji,18,0,14,03:32 AM,9.082,8.6753
24185,,,Finland,6054,284,4300,03:32 AM,41.6086,21.7453
24186,,,France,175981,27032,57368,03:32 AM,60.472,8.4689
24187,,,Gabon,1004,9,152,03:32 AM,21,57
24188,,,Gambia,23,1,10,03:32 AM,30.3753,69.3451
24189,,,Georgia,647,11,372,03:32 AM,8.538,-80.7821
24190,,,Germany,174098,7861,148700,03:32 AM,-6.315,143.9555
24191,,,Ghana,5408,24,514,03:32 AM,-23.4425,-58.4438
24192,,,Greece,2760,155,1374,03:32 AM,-9.19,-75.0152
24193,,,Grenada,21,0,13,03:32 AM,13,122
24194,,,Guatemala,1342,29,121,03:32 AM,51.9194,19.1451
24195,,,Guinea,2374,14,856,03:32 AM,39.3999,-8.2245
24196,,,Guinea-Bissau,836,3,26,03:32 AM,25.3548,51.1839
24197,,,Guyana,113,10,41,03:32 AM,45.9432,24.9668
24198,,,Haiti,234,18,17,03:32 AM,60,90
24199,,,Holy See,12,0,2,03:32 AM,-1.9403,29.8739
24200,,,Honduras,2255,123,237,03:32 AM,13.9094,-60.9789
24201,,,Hungary,3341,430,1102,03:32 AM,12.9843,-61.2872
24202,,,Iceland,1802,10,1780,03:32 AM,43.9424,12.4578
24203,,,India,78055,2551,26400,03:32 AM,24,45
24204,,,Indonesia,15438,1028,3287,03:32 AM,14.4974,-14.4524
24205,,,Iran,112725,6783,89428,03:32 AM,44.0165,21.0059
24206,,,Iraq,3032,115,1966,03:32 AM,-4.6796,55.492
24207,,,Ireland,23401,1497,19470,03:32 AM,1.2833,103.8333
24208,,,Israel,16548,264,12232,03:32 AM,48.669,19.699
24209,,,Italy,222104,31106,112541,03:32 AM,46.1512,14.9955
24210,,,Ivory Coast,1912,24,902,03:32 AM,5.1521,46.1996
24211,,,Jamaica,509,9,113,03:32 AM,-30.5595,22.9375
24212,,,Japan,16049,678,8920,03:32 AM,40,-4
24213,,,Jordan,582,9,392,03:32 AM,7,81
24214,,,Kazakhstan,5417,32,2408,03:32 AM,12.8628,30.2176
24215,,,Kenya,737,40,281,03:32 AM,3.9193,-56.0278
24216,,,Kosovo,919,29,671,03:32 AM,63,16
24217,,,Kuwait,11028,82,3263,03:32 AM,46.8182,8.2275
24218,,,Kyrgyzstan,1044,12,726,03:32 AM,23.7,121
24219,,,Laos,19,0,14,03:32 AM,-6.369,34.8888
24220,,,Latvia,951,19,627,03:32 AM,15,101
24221,,,Lebanon,878,26,236,03:32 AM,8.6195,0.8248
24222,,,Lesotho,1,0,0,03:32 AM,10.6918,-61.2225
24223,,,Liberia,213,20,101,03:32 AM,34,9
24224,,,Libya,64,3,28,03:32 AM,38.9637,35.2433
24225,,,Liechtenstein,82,1,55,03:32 AM,1,32
24226,,,Lithuania,1505,54,908,03:32 AM,48.3794,31.1656
24227,,,Luxembourg,3904,103,3629,03:32 AM,24,54
24228,,,MS Zaandam,9,2,0,03:32 AM,32.3078,-64.7505
24229,,,Madagascar,212,0,107,03:32 AM,19.3133,-81.2546
24230,,,Malawi,63,3,24,03:32 AM,49.3723,-2.3644
24231,,,Malaysia,6779,111,5281,03:32 AM,36.1408,-5.3536
24232,,,Maldives,955,4,40,03:32 AM,54.2361,-4.5481
24233,,,Mali,758,44,412,03:32 AM,16.7425,-62.1874
24234,,,Malta,508,6,436,03:32 AM,55.3781,-3.436
24235,,,Mauritania,15,2,6,03:32 AM,-32.5228,-55.7658
24236,,,Mauritius,332,10,322,03:32 AM,37.0902,-95.7129
24237,,,Mexico,40186,4220,26990,03:32 AM,41.3775,64.5853
24238,,,Moldova,5406,185,2176,03:32 AM,6.4238,-66.5897
24239,,,Monaco,96,4,87,03:32 AM,16,108
24240,,,Mongolia,42,0,15,03:32 AM,-15.4167,28.2833
24241,,,Montenegro,324,9,307,03:32 AM,-20,30
24242,,,Morocco,6512,188,3131,03:32 AM,15.415,-61.371
24243,,,Mozambique,104,0,34,03:32 AM,12.1165,-61.679
24244,,,Namibia,16,0,11,03:32 AM,-18.665695,35.529562
24245,,,Nepal,250,0,35,03:32 AM,34.802075,38.996815
24246,,,Netherlands,43211,5562,0,03:32 AM,-8.874217,125.727539
24247,,,New Zealand,1497,21,1411,03:32 AM,13.1939,-59.5432
24248,,,Nicaragua,25,8,7,03:32 AM,19.85627,102.495496
24249,,,Niger,860,49,658,03:32 AM,26.3351,17.228331
24250,,,Nigeria,4971,164,1070,03:32 AM,31.9522,35.2332
24251,,,North Macedonia,1694,95,1229,03:32 AM,11.8037,-15.1804
24252,,,Norway,8175,229,32,03:32 AM,17.570692,-3.996166
24253,,,Oman,4019,17,1289,03:32 AM,17.357822,-62.782998
24254,,,Pakistan,35298,761,8899,03:32 AM,64.8255,-124.8457
24255,,,Panama,8944,256,6067,03:32 AM,64.2823,-135
24256,,,Papua New Guinea,8,0,8,03:32 AM,42.602636,20.902977
24257,,,Paraguay,740,11,182,03:32 AM,21.9162,95.956
24258,,,Peru,76306,2169,24324,03:32 AM,18.2206,-63.0686
24259,,,Philippines,11618,772,2251,03:32 AM,18.4207,-64.64
24260,,,Poland,17204,861,6410,03:32 AM,21.694,-71.7979
24261,,,Portugal,28132,1175,3182,03:32 AM,-22.3285,24.6849
24262,,,Qatar,26539,14,3143,03:32 AM,-3.3731,29.9189
24263,,,Romania,16002,1036,7961,03:32 AM,8.460555,-11.779889
24264,,,Russia,242271,2212,48003,03:32 AM,-13.254308,34.301525
24265,,,Rwanda,287,0,164,03:32 AM,-51.7963,-59.5236
24266,,,Saint Kitts and Nevis,15,0,14,03:32 AM,46.8852,-56.3159
24267,,,Saint Lucia,18,0,18,03:32 AM,6.877,31.307
24268,,,Saint Vincent and the Grenadines,17,0,12,03:32 AM,24.2155,-12.8858
24269,,,San Marino,643,41,161,03:32 AM,0.18636,6.613081
24270,,,Sao Tome and Principe,220,6,4,03:32 AM,15.552727,48.516388
24271,,,Saudi Arabia,44830,273,17622,03:32 AM,-11.6455,43.3333
24272,,,Senegal,2105,21,782,03:32 AM,38.861034,71.276093
24273,,,Serbia,10295,222,3824,03:32 AM,-29.609988,28.233608
24274,,,Seychelles,11,0,10,03:32 AM,33,65
24275,,,Sierra Leone,387,26,97,03:32 AM,41.1533,20.1683
24276,,,Singapore,25346,21,4809,03:32 AM,28.0339,1.6596
24277,,,Slovakia,1469,27,1060,03:32 AM,42.5063,1.5218
24278,,,Slovenia,1463,103,260,03:32 AM,-11.2027,17.8739
24279,,,Somalia,1219,52,130,03:32 AM,17.0608,-61.7964
24280,,,South Africa,12074,219,4745,03:32 AM,-38.4161,-63.6167
24281,,,South Korea,10991,260,9762,03:32 AM,40.0691,45.0382
24282,,,South Sudan,203,0,2,03:32 AM,-35.4735,149.0124
24283,,,Spain,228691,27104,140823,03:32 AM,-33.8688,151.2093
24284,,,Sri Lanka,915,9,382,03:32 AM,-12.4634,130.8456
24285,,,Sudan,1818,90,198,03:32 AM,-28.0167,153.4
24286,,,Suriname,10,1,9,03:32 AM,-34.9285,138.6007
24287,,,Sweden,27909,3460,4971,03:32 AM,-41.4545,145.9707
24288,,,Switzerland,30413,1870,27100,03:32 AM,-37.8136,144.9631
24289,,,Syria,48,3,29,03:32 AM,-31.9505,115.8605
24290,,,Taiwan,440,7,375,03:32 AM,47.5162,14.5501
24291,,,Tajikistan,801,23,0,03:32 AM,40.1431,47.5769
24292,,,Tanzania,509,21,183,03:32 AM,25.0343,-77.3963
24293,,,Thailand,3017,56,2844,03:32 AM,26.0275,50.55
24294,,,Timor-Leste,24,0,21,03:32 AM,23.685,90.3563
24295,,,Togo,219,11,96,03:32 AM,13.1939,-59.5432
24296,,,Trinidad and Tobago,116,8,107,03:32 AM,53.7098,27.9534
24297,,,Tunisia,1032,45,759,03:32 AM,50.8333,4
24298,,,Turkey,143114,3952,101715,03:32 AM,9.3077,2.3158
24299,,,UK,229705,33186,0,03:32 AM,27.5142,90.4336
24300,,,Uganda,139,0,55,03:32 AM,-16.2902,-63.5887
24301,,,Ukraine,16425,439,3716,03:32 AM,43.9159,17.6791
24302,,,United Arab Emirates,20386,206,6523,03:32 AM,-14.235,-51.9253
24303,,,Uruguay,719,19,545,03:32 AM,4.5353,114.7277
24304,,,Uzbekistan,2612,11,2076,03:32 AM,42.7339,25.4858
24305,,,Venezuela,423,10,220,03:32 AM,12.2383,-1.5616
24306,,,Vietnam,288,0,252,03:32 AM,16.5388,-23.0418
24307,,,West Bank and Gaza,375,2,310,03:32 AM,11.55,104.9167
24308,,,Western Sahara,6,0,6,03:32 AM,3.848,11.5021
24309,,,Yemen,70,12,1,03:32 AM,53.9333,-116.5765
24310,,,Zambia,446,7,124,03:32 AM,49.2827,-123.1207
24311,,,Zimbabwe,37,4,12,03:32 AM,53.7609,-98.8139
24312,,Alabama,US,10700,450,0,03:32 AM,46.5653,-66.4619
24313,,Alaska,US,383,10,0,03:32 AM,53.1355,-57.6604
24314,,Alberta,Canada,6407,120,0,03:32 AM,44.682,-63.7443
24315,,Anguilla,UK,3,0,3,03:32 AM,51.2538,-85.3232
24316,,Anhui,Mainland China,991,6,985,03:32 AM,46.5107,-63.4168
24317,,Arizona,US,12216,595,0,03:32 AM,52.9399,-73.5491
24318,,Arkansas,US,4236,97,0,03:32 AM,52.9399,-106.4509
24319,,Aruba,Netherlands,101,3,91,03:32 AM,6.6111,20.9394
24320,,Australian Capital Territory,Australia,107,3,104,03:32 AM,15.4542,18.7322
24321,,Beijing,Mainland China,593,9,574,03:32 AM,-35.6751,-71.543
24322,,Bermuda,UK,121,8,66,03:32 AM,31.8257,117.2264
24323,,"Bonaire, Sint Eustatius and Saba",Netherlands,6,0,6,03:32 AM,40.1824,116.4142
24324,,British Columbia,Canada,2376,132,0,03:32 AM,30.0572,107.874
24325,,British Virgin Islands,UK,7,1,4,03:32 AM,26.0789,117.9874
24326,,California,US,72798,2957,0,03:32 AM,37.8099,101.0583
24327,,Cayman Islands,UK,86,1,54,03:32 AM,23.3417,113.4244
24328,,Channel Islands,UK,548,43,456,03:32 AM,23.8298,108.7881
24329,,Chongqing,Mainland China,579,6,573,03:32 AM,26.8154,106.8748
24330,,Colorado,US,20475,1062,0,03:32 AM,19.1959,109.7453
24331,,Connecticut,US,34855,3125,0,03:32 AM,39.549,116.1306
24332,,Curacao,Netherlands,16,1,14,03:32 AM,47.862,127.7615
24333,,Delaware,US,6952,247,0,03:32 AM,33.882,113.614
24334,,Diamond Princess cruise ship,Canada,1,1,0,03:32 AM,22.3,114.2
24335,,Diamond Princess cruise ship,US,49,0,0,03:32 AM,30.9756,112.2707
24336,,District of Columbia,US,6584,350,0,03:32 AM,27.6104,111.7088
24337,,Falkland Islands (Malvinas),UK,13,0,13,03:32 AM,44.0935,113.9448
24338,,Faroe Islands,Denmark,187,0,187,03:32 AM,32.9711,119.455
24339,,Florida,US,42402,1827,0,03:32 AM,27.614,115.7221
24340,,French Guiana,France,153,1,124,03:32 AM,43.6661,126.1923
24341,,French Polynesia,France,60,0,58,03:32 AM,41.2956,122.6085
24342,,Fujian,Mainland China,356,1,354,03:32 AM,22.1667,113.55
24343,,Gansu,Mainland China,139,2,137,03:32 AM,37.2692,106.1655
24344,,Georgia,US,35427,1517,0,03:32 AM,35.7452,95.9956
24345,,Gibraltar,UK,147,0,144,03:32 AM,35.1917,108.8701
24346,,Grand Princess,Canada,13,0,0,03:32 AM,36.3427,118.1498
24347,,Grand Princess,US,103,3,0,03:32 AM,31.202,121.4491
24348,,Greenland,Denmark,11,0,11,03:32 AM,37.5777,112.2922
24349,,Guadeloupe,France,155,13,109,03:32 AM,30.6171,102.7103
24350,,Guam,US,152,5,0,03:32 AM,39.3054,117.323
24351,,Guangdong,Mainland China,1589,8,1579,03:32 AM,31.6927,88.0924
24352,,Guangxi,Mainland China,254,2,252,03:32 AM,41.1129,85.2401
24353,,Guizhou,Mainland China,147,2,145,03:32 AM,24.974,101.487
24354,,Hainan,Mainland China,168,6,162,03:32 AM,29.1832,120.0934
24355,,Hawaii,US,638,17,0,03:32 AM,4.5709,-74.2973
24356,,Hebei,Mainland China,328,6,321,03:32 AM,-4.0383,21.7587
24357,,Heilongjiang,Mainland China,945,13,930,03:32 AM,-4.0383,21.7587
24358,,Henan,Mainland China,1276,22,1254,03:32 AM,9.7489,-83.7534
24359,,Hong Kong,Hong Kong,1050,4,1008,03:32 AM,7.54,-5.5471
24360,,Hubei,Mainland China,68134,4512,63616,03:32 AM,45.1,15.2
24361,,Hunan,Mainland China,1019,4,1015,03:32 AM,22,-80
24362,,Idaho,US,2293,69,0,03:32 AM,35.1264,33.4299
24363,,Illinois,US,84694,3792,0,03:32 AM,49.8175,15.473
24364,,Indiana,US,25473,1619,0,03:32 AM,61.8926,-6.9118
24365,,Inner Mongolia,Mainland China,209,1,190,03:32 AM,71.7069,-42.6043
24366,,Iowa,US,13289,306,0,03:32 AM,56.2639,9.5018
24367,,Isle of Man,UK,332,23,274,03:32 AM,11.8251,42.5903
24368,,Jiangsu,Mainland China,653,0,653,03:32 AM,18.7357,-70.1627
24369,,Jiangxi,Mainland China,937,1,936,03:32 AM,-1.8312,-78.1834
24370,,Jilin,Mainland China,134,1,108,03:32 AM,26,30
24371,,Kansas,US,7518,188,0,03:32 AM,13.7942,-88.8965
24372,,Kentucky,US,6853,321,0,03:32 AM,1.5,10
24373,,Liaoning,Mainland China,149,2,144,03:32 AM,15.1794,39.7823
24374,,Louisiana,US,32662,2381,0,03:32 AM,58.5953,25.0136
24375,,Macau,Macau,45,0,43,03:32 AM,-26.5225,31.4659
24376,,Maine,US,1515,66,0,03:32 AM,9.145,40.4897
24377,,Manitoba,Canada,290,7,0,03:32 AM,-17.7134,178.065
24378,,Martinique,France,189,14,91,03:32 AM,64,26
24379,,Maryland,US,34812,1809,0,03:32 AM,3.9339,-53.1258
24380,,Massachusetts,US,80497,5315,0,03:32 AM,-17.6797,149.4068
24381,,Mayotte,France,1143,14,627,03:32 AM,16.25,-61.5833
24382,,Michigan,US,48391,4714,0,03:32 AM,-12.8275,45.1662
24383,,Minnesota,US,12917,638,0,03:32 AM,-20.9043,165.618
24384,,Mississippi,US,10090,465,0,03:32 AM,-21.1351,55.2471
24385,,Missouri,US,10404,551,0,03:32 AM,17.9,-62.8333
24386,,Montana,US,462,16,0,03:32 AM,18.0708,-63.0501
24387,,Montserrat,UK,11,1,8,03:32 AM,14.6415,-61.0242
24388,,Nebraska,US,8912,103,0,03:32 AM,46.2276,2.2137
24389,,Nevada,US,6476,331,0,03:32 AM,-0.8037,11.6094
24390,,New Brunswick,Canada,120,0,0,03:32 AM,13.4432,-15.3101
24391,,New Caledonia,France,18,0,18,03:32 AM,42.3154,43.3569
24392,,New Hampshire,US,3299,150,0,03:32 AM,51,9
24393,,New Jersey,US,141560,9714,0,03:32 AM,7.9465,-1.0232
24394,,New Mexico,US,5364,231,0,03:32 AM,39.0742,21.8243
24395,,New South Wales,Australia,3063,45,2595,03:32 AM,15.7835,-90.2308
24396,,New York,US,340661,27477,0,03:32 AM,9.9456,-9.6966
24397,,Newfoundland and Labrador,Canada,261,3,0,03:32 AM,5,-58.75
24398,,Ningxia,Mainland China,75,0,75,03:32 AM,18.9712,-72.2852
24399,,North Carolina,US,16352,625,0,03:32 AM,41.9029,12.4534
24400,,North Dakota,US,1647,40,0,03:32 AM,15.2,-86.2419
24401,,Northern Mariana Islands,US,19,2,0,03:32 AM,47.1625,19.5033
24402,,Northern Territory,Australia,29,0,27,03:32 AM,64.9631,-19.0208
24403,,Northwest Territories,Canada,5,0,0,03:32 AM,21,78
24404,,Nova Scotia,Canada,1024,51,0,03:32 AM,-0.7893,113.9213
24405,,Ohio,US,25721,1483,0,03:32 AM,32,53
24406,,Oklahoma,US,4858,278,0,03:32 AM,33,44
24407,,Ontario,Canada,22516,1883,0,03:32 AM,53.1424,-7.6921
24408,,Oregon,US,3416,134,0,03:32 AM,31,35
24409,,Pennsylvania,US,62101,4094,0,03:32 AM,43,12
24410,,Prince Edward Island,Canada,27,0,0,03:32 AM,18.1096,-77.2975
24411,,Puerto Rico,US,2329,115,0,03:32 AM,36,138
